rent_price,m2,Deposit,Type_of_building,room_number,Building_material,Year_of_construction,floor,windows,Number_of_floors,Heating,media,security,link_2,Additional_information,Equipment,location,latitude,longitude
4800.0,65.0,5000.0,apartamentowiec,3.0,,2015.0,3.0,drewniane,6.0,miejskie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mokotow-65m2-3-pok-garaz-kom-lokatorska-w-st-ID4dfJH,"klimatyzacja, balkon, piwnica, garaż/miejsce parkingowe, winda, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, telewizor, pralka","Obrzeżna, Osiedle Służewiec Południowy, Mokotów, Warszawa, województwo mazowieckie, 02-690, Polska",52.1697567,20.9976104
4800.0,60.0,5000.0,apartamentowiec,3.0,,2018.0,4.0,drewniane,6.0,miejskie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mokotow-60m2-3-pokoje-garaz-w-standard-ID4dfKX,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, pralka","Konstruktorska, Służewiec, Mokotów, Warszawa, województwo mazowieckie, 02-673, Polska",52.1855223,20.9958308
1600.0,40.0,1600.0,blok,1.0,cegła,1994.0,3.0,plastikowe,4.0,miejskie,internet,"drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-40-m2-warszawa-bemowo-ID49n4X,"balkon, piwnica, oddzielna kuchnia, pom. użytkowe","lodówka, meble, piekarnik, kuchenka, pralka","Piastów Śląskich (w budowie do 23.12.2021), Fort Bema, Bemowo, Warszawa, województwo mazowieckie, 01-875, Polska",52.2628655,20.9329397
2200.0,37.0,,,2.0,,1960.0,5.0,drewniane,6.0,miejskie,"telewizja kablowa, internet, telefon",,https://www.otodom.pl/pl/oferta/2-oddzielne-pok-oddzielna-kuchnia-metro-powisle-ID4dvds,"balkon, piwnica, winda, oddzielna kuchnia",meble,"Powiśle, Śródmieście, Warszawa, województwo mazowieckie, Polska",52.2380549,21.0293513
3250.0,53.0,3250.0,apartamentowiec,2.0,cegła,2013.0,4.0,drewniane,7.0,miejskie,"telewizja kablowa, internet","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-53m2-zoliborz-silownia-kino-pokoj-zabaw-ID2AaZO,"balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących, taras","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Apartamenty przy Krasińskiego, 11, Przasnyska, Zatrasie, Sady Żoliborskie, Żoliborz, Warszawa, województwo mazowieckie, 01-756, Polska",52.2603876,20.96750632658888
16000.0,100.0,,blok,2.0,inne,2017.0,,aluminiowe,52.0,miejskie,"telewizja kablowa, internet","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/exquisite-apartment-on-37th-floor-on-zlota-44-ID4cQOQ,"klimatyzacja, piwnica, garaż/miejsce parkingowe, winda",meble,"Złota, Śródmieście Północne, Śródmieście, Warszawa, województwo mazowieckie, 00-121, Polska",52.230345,21.0004742
16000.0,110.0,,blok,3.0,inne,2017.0,,aluminiowe,52.0,miejskie,"telewizja kablowa, internet","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/luxury-2-bedroom-apartment-on-36th-floor-zlota-44-ID4cS0P,"klimatyzacja, piwnica, garaż/miejsce parkingowe, winda",meble,"Złota, Śródmieście Północne, Śródmieście, Warszawa, województwo mazowieckie, 00-121, Polska",52.230345,21.0004742
13000.0,72.0,26000.0,blok,2.0,inne,2017.0,,aluminiowe,52.0,miejskie,"telewizja kablowa, internet","system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/exquisite-apartment-on-33th-floor-on-zlota-44-ID4ddtz,"klimatyzacja, piwnica, garaż/miejsce parkingowe, winda",meble,"Złota, Śródmieście Północne, Śródmieście, Warszawa, województwo mazowieckie, 00-121, Polska",52.230345,21.0004742
2100.0,29.0,,,1.0,,1970.0,5.0,,9.0,,,,https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-praga-poludnie-saska-kepa-ID4dmEl,,,"Saska, Saska Kępa, Praga-Południe, Warszawa, województwo mazowieckie, 03-907, Polska",52.2388104,21.0554107
2600.0,53.6,2600.0,apartamentowiec,2.0,cegła,2012.0,3.0,drewniane,14.0,miejskie,telewizja kablowa,"system alarmowy, drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-53-6-warszawa-bitwy-warszawskiej-1920-ID37l0U,"balkon, piwnica, garaż/miejsce parkingowe, ogródek, winda, tylko dla niepalących, oddzielna kuchnia, pom. użytkowe","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Ochota, Warszawa, województwo mazowieckie, Polska",52.212225,20.9726299
3300.0,49.0,4000.0,apartamentowiec,2.0,inne,2011.0,1.0,drewniane,4.0,miejskie,,drzwi / okna antywłamaniowe,https://www.otodom.pl/pl/oferta/wysoki-standard-2-pokoje-49m2-kolejowa-ID4dvao,"balkon, garaż/miejsce parkingowe, winda",meble,"Kolejowa, Czyste, Wola, Warszawa, województwo mazowieckie, 01-219, Polska",52.2240643,20.9740205
3300.0,49.0,4000.0,apartamentowiec,2.0,inne,2011.0,1.0,drewniane,4.0,miejskie,,drzwi / okna antywłamaniowe,https://www.otodom.pl/pl/oferta/wysoki-standard-2-pokoje-ul-kolejowa-ID4dval,"balkon, winda",meble,"Wola, Warszawa, województwo mazowieckie, Polska",52.2362379,20.9547815
2800.0,50.0,3000.0,kamienica,2.0,cegła,,3.0,,5.0,miejskie,"telewizja kablowa, internet",teren zamknięty,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-350-m-od-metra-centrum-ID4awHK,"balkon, piwnica, winda, oddzielna kuchnia","meble, piekarnik, kuchenka, pralka","Śródmieście Południowe, Śródmieście, Warszawa, województwo mazowieckie, Polska",52.2222528,21.0156995
2400.0,61.5,2900.0,blok,3.0,cegła,2020.0,,plastikowe,3.0,gazowe,,"drzwi / okna antywłamaniowe, teren zamknięty",https://www.otodom.pl/pl/oferta/okazja-nowe-mieszkanie-61-5m2-z-ogrodem-3-pokoje-ID4dv9A,"garaż/miejsce parkingowe, ogródek, tylko dla niepalących","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Osiedla Głębocka, Grodzisk, Białołęka, Warszawa, województwo mazowieckie, Polska",52.316284249999995,21.068967066623323
1500.0,39.0,2000.0,blok,1.0,beton,2002.0,7.0,plastikowe,11.0,miejskie,telewizja kablowa,domofon / wideofon,https://www.otodom.pl/pl/oferta/mieszkania-na-wynajem-warszawa-praga-ID4a3Nn,"balkon, garaż/miejsce parkingowe, winda, oddzielna kuchnia, taras","lodówka, piekarnik, kuchenka","Grochów, Grochów-Centrum, Praga-Południe, Warszawa, województwo mazowieckie, 04-366, Polska",52.2467066,21.0846367
1900.0,46.5,,,2.0,,2001.0,3.0,plastikowe,4.0,,,,https://www.otodom.pl/pl/oferta/czynsz-w-cenie-balkon-winda-ochrona-przy-uksw-ID4d8xO,"balkon, winda",,"Heroldów, Młociny, Bielany, Warszawa, województwo mazowieckie, 01-991, Polska",52.3043936,20.9308802
2300.0,38.0,,,2.0,,,9.0,,,,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-2-pok-przy-metrze-mlociny-ID4dv95,winda,meble,,,
1890.0,25.0,1850.0,blok,1.0,,,5.0,plastikowe,10.0,miejskie,,,https://www.otodom.pl/pl/oferta/mieszkanie-na-wynajem-bezposrednio-ul-grojecka-ID3WbXy,"balkon, winda, tylko dla niepalących","zmywarka, lodówka, meble, kuchenka, pralka","Grójecka, Szczęśliwice, Ochota, Warszawa, województwo mazowieckie, 02-120, Polska",52.202541,20.9689052
1950.0,48.2,,,2.0,cegła,1935.0,2.0,plastikowe,3.0,,,,https://www.otodom.pl/pl/oferta/do-konca-listopada-1700zl-ID4drn6,,,"Zygmunta Krasińskiego, Żoliborz Oficerski, Stary Żoliborz, Żoliborz, Warszawa, województwo mazowieckie, 01-529, Polska",52.2710993,20.9971156
2400.0,43.0,3000.0,blok,2.0,cegła,1955.0,3.0,plastikowe,3.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/klimatyczne-jasne-mieszkanie-na-starym-mokotowie-ID4duBl,"balkon, piwnica, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, pralka","Łowicka, Górny Mokotów, Stary Mokotów, Mokotów, Warszawa, województwo mazowieckie, 02-551, Polska",52.2025585,21.0050033
7000.0,128.0,,apartamentowiec,4.0,,2006.0,,,17.0,,,,https://www.otodom.pl/pl/oferta/slominskiego-4-pokoje-garaz-taras-20m2-ID4dv8J,,,,,
2700.0,49.0,,apartamentowiec,3.0,,7.0,,,6.0,,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/czerska-3-pokoje-garaz-park-ID4dv8F,garaż/miejsce parkingowe,meble,"Sielce, Mokotów, Warszawa, województwo mazowieckie, Polska",52.2008051,21.0401664
1600.0,39.0,,,2.0,,,,,2.0,,,,https://www.otodom.pl/pl/oferta/bialoleka-2-osobne-pokoje-ID4dv8y,garaż/miejsce parkingowe,meble,"Białołęka, Warszawa, województwo mazowieckie, Polska",52.3315662,21.0206194
2100.0,37.0,2100.0,blok,1.0,cegła,2008.0,1.0,plastikowe,4.0,miejskie,"telewizja kablowa, internet","teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/dobrze-skomunikowana-kawalerka-do-wynajecia-ID4cEOD,"garaż/miejsce parkingowe, winda, tylko dla niepalących, oddzielna kuchnia, taras","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Tadeusza Korsaka, Osiedle Kijowska, Szmulowizna, Praga-Północ, Warszawa, województwo mazowieckie, 03-744, Polska",52.2546076,21.049557
2400.0,30.0,2900.0,,2.0,,,,plastikowe,,,"telewizja kablowa, internet",domofon / wideofon,https://www.otodom.pl/pl/oferta/stylowe-mieszkanie-na-muranowie-ID4drmd,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Śródmieście, Warszawa, województwo mazowieckie, Polska",52.2328098,21.019067
2300.0,41.0,2000.0,kamienica,2.0,cegła,,4.0,,4.0,,,domofon / wideofon,https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-nowa-praga-ID4dpyA,"piwnica, oddzielna kuchnia","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Karola Darwina, Praga III, Nowa Praga, Praga-Północ, Warszawa, województwo mazowieckie, 03-488, Polska",52.2645319,21.0275765
4200.0,68.9,,apartamentowiec,3.0,,2015.0,3.0,,7.0,,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/kolejowa-3-pokoje-garaz-urzadzone-ID4dv8v,garaż/miejsce parkingowe,meble,"Czyste, Wola, Warszawa, województwo mazowieckie, Polska",52.2302407,20.9707776
4000.0,82.0,,,3.0,cegła,2003.0,3.0,,3.0,miejskie,internet,,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-3pok-wysokie-poddasze-ursus-ID4dv8x,garaż/miejsce parkingowe,meble,"Skorosze, Ursus, Warszawa, województwo mazowieckie, 02-497, Polska",52.192016,20.899866
2000.0,55.0,,apartamentowiec,2.0,,2010.0,4.0,plastikowe,6.0,miejskie,"telewizja kablowa, internet",monitoring / ochrona,https://www.otodom.pl/pl/oferta/mlociny-55m2-loggia-20m2-garaz-2-pokoje-metro-mebl-ID4dv8b,"balkon, garaż/miejsce parkingowe, winda",meble,"Encyklopedyczna, Młociny, Bielany, Warszawa, województwo mazowieckie, 01-993, Polska",52.3048383,20.9266241
2500.0,30.0,2500.0,,1.0,,,1.0,,3.0,,,,https://www.otodom.pl/pl/oferta/bez-prowizji-studio-garaz-w-cenie-qbik-mokotow-ID4dv7u,"balkon, garaż/miejsce parkingowe, winda, oddzielna kuchnia","zmywarka, meble, piekarnik, telewizor, pralka","Woronicza, Służewiec, Mokotów, Warszawa, województwo mazowieckie, Polska",52.1880857,20.988635883345992
4500.0,87.0,,apartamentowiec,3.0,,2021.0,3.0,,7.0,,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/mieszkanie-87-m-warszawa-ID4dv7h,"garaż/miejsce parkingowe, winda",meble,"Sonaty, Służew nad Dolinką, Służew, Mokotów, Warszawa, województwo mazowieckie, 02-729, Polska",52.1704942,21.0277389
2250.0,45.6,2500.0,blok,2.0,cegła,2005.0,1.0,drewniane,8.0,miejskie,,"domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/ciche-zadbane-mieszkanie-ID4dv6Q,"balkon, garaż/miejsce parkingowe, winda","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Franciszka Marii Lanciego, Wolica Północna, Natolin, Ursynów, Warszawa, województwo mazowieckie, 02-792, Polska",52.1437712,21.0579468
1500.0,40.0,2100.0,,2.0,,2007.0,2.0,,2.0,,,,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-40-mkw-od-zaraz-ID4bPg0,"balkon, garaż/miejsce parkingowe","lodówka, meble, piekarnik, kuchenka, pralka","Skarbka z Gór, Osiedle Derby, Grodzisk, Białołęka, Warszawa, województwo mazowieckie, 03-295, Polska",52.315651,21.0600386
1100.0,54.0,5250.0,,3.0,,,6.0,,10.0,,,,https://www.otodom.pl/pl/oferta/dwa-pokoje-galeria-mokotow-metro-wilanowska-ID4dbzG,,,"Stefana Bryły, Ksawerów, Mokotów, Warszawa, województwo mazowieckie, 02-685, Polska",52.1809426,21.0118172
2400.0,47.0,,blok,3.0,żelbet,1984.0,7.0,,10.0,miejskie,,,https://www.otodom.pl/pl/oferta/do-wynajecia-3-pokoje-na-brodnie-ID4dv6k,"balkon, winda",meble,"Bazyliańska, Bródno, Targówek, Warszawa, województwo mazowieckie, 03-390, Polska",52.2912447,21.0183487
2500.0,40.0,,apartamentowiec,2.0,,2015.0,2.0,,,,,,https://www.otodom.pl/pl/oferta/mieszkanie-40-m-warszawa-ID4dv6e,"balkon, garaż/miejsce parkingowe, winda, oddzielna kuchnia",,"Ursynów, Warszawa, województwo mazowieckie, Polska",52.141039,21.0323214
2200.0,57.0,2200.0,blok,2.0,,1998.0,2.0,,3.0,miejskie,internet,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/ochota-ul-kurhan-2-pok-garaz-2200-zl-ID4dgOr,"balkon, garaż/miejsce parkingowe","lodówka, meble, piekarnik, pralka","Kurhan, Szczęśliwice, Ochota, Warszawa, województwo mazowieckie, 02-202, Polska",52.2076068,20.9558366
4500.0,105.0,,apartamentowiec,3.0,,2003.0,3.0,,6.0,,,monitoring / ochrona,https://www.otodom.pl/pl/oferta/mieszkanie-105-m-warszawa-ID4dv5G,"balkon, garaż/miejsce parkingowe, winda",meble,"Czerniowiecka, Królikarnia, Ksawerów, Mokotów, Warszawa, województwo mazowieckie, 02-705, Polska",52.1851117,21.0266907
3000.0,55.0,5800.0,apartamentowiec,2.0,silikat,2018.0,3.0,drewniane,6.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/nowy-apartament-premium-przy-parku-zachodnim-ID4dv5g,"balkon, garaż/miejsce parkingowe, winda, oddzielna kuchnia","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Szczęśliwicka, Stara Ochota, Ochota, Warszawa, województwo mazowieckie, 02-352, Polska",52.219225,20.9736468
2290.0,36.0,2690.0,blok,2.0,beton komórkowy,2020.0,1.0,plastikowe,13.0,miejskie,,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/zamieszkaj-w-m2-z-duzym-balkonem-i-garazem-ID4dv5m,"balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Marcina Kasprzaka, Odolany, Wola, Warszawa, województwo mazowieckie, 01-234, Polska",52.2276355,20.9541583
1800.0,48.0,1800.0,blok,2.0,wielka płyta,,,plastikowe,12.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/przytulne-48m2-na-bliskim-tarchominie-ID4d4E2,"balkon, winda, tylko dla niepalących","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Tarchomin, Białołęka, Warszawa, województwo mazowieckie, Polska",52.3185696,20.9523032
2700.0,47.0,2700.0,blok,2.0,cegła,2015.0,1.0,plastikowe,3.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/mieszkanie-wilanow-47m2-bezposrednio-ID4dv5d,"balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Wilanów, Warszawa, województwo mazowieckie, Polska",52.1530829,21.1104411
1800.0,35.0,2150.0,blok,2.0,cegła,2020.0,,plastikowe,2.0,miejskie,"telewizja kablowa, internet, telefon",domofon / wideofon,https://www.otodom.pl/pl/oferta/mieszk-35m-2-pok-ogrodek-katy-grodziskie-bialoleka-ID469jX,"garaż/miejsce parkingowe, ogródek, oddzielna kuchnia, taras","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Białołęka, ul. Kąty Grodziskie",,
2500.0,60.0,2500.0,apartamentowiec,2.0,cegła,2006.0,2.0,plastikowe,4.0,miejskie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/2-pokoje-60-m2-wygodne-garaz-do-negocjacji-ID4d0Ox,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Bemowo, ul. Edmunda Jana Osmańczyka",,
4990.0,90.0,5490.0,apartamentowiec,4.0,cegła,2020.0,2.0,plastikowe,2.0,miejskie,,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/zamieszkaj-na-90-m2-w-m4-pelne-wyposazenie-ID4dv4z,"balkon, piwnica, garaż/miejsce parkingowe, winda, tylko dla niepalących","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Mokotów, Stegny",,
3165.0,42.0,3400.0,apartamentowiec,2.0,silikat,2020.0,2.0,plastikowe,6.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/nowe-dwupokojowe-mieszkanie-mokotow-ID4dv4e,"garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Mokotów, Taśmowa",,
2800.0,52.9,2800.0,blok,3.0,wielka płyta,1983.0,2.0,plastikowe,3.0,miejskie,"telewizja kablowa, internet, telefon",domofon / wideofon,https://www.otodom.pl/pl/oferta/3-oddzielne-pokoje-700-metrow-od-metra-natolin-ID4dv49,"balkon, garaż/miejsce parkingowe","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Ursynów, Natolin, Na Uboczu",,
1800.0,36.0,,blok,1.0,pustak,2003.0,2.0,,5.0,miejskie,"telewizja kablowa, internet",,https://www.otodom.pl/pl/oferta/1-pokoj-ul-jezewskiego-5-ID4dv4b,"balkon, winda, oddzielna kuchnia",,"Warszawa, Ursynów, Kazimierza  Jeżewskiego",,
2900.0,52.0,,kamienica,2.0,,1950.0,1.0,,3.0,miejskie,"internet, telefon",,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-kamienicy-ID41eXx,"winda, oddzielna kuchnia","zmywarka, lodówka, meble, kuchenka, pralka","Warszawa, Śródmieście, Wspólna",,
1300.0,39.0,1500.0,blok,2.0,inne,2002.0,1.0,plastikowe,4.0,miejskie,,"drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/mieszkanie-39m2-warszawa-bialoleka-tarchomin-nowod-ID46tAg,balkon,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Białołęka, ul. Pasłęcka 14",,
3000.0,61.5,3000.0,apartamentowiec,2.0,pustak,2008.0,3.0,drewniane,6.0,miejskie,"telewizja kablowa, internet, telefon","drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-2-pokoje-w-wa-ul-krysztalowa-ID4dsKI,"balkon, garaż/miejsce parkingowe, winda, tylko dla niepalących, taras","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Bemowo, ul. Kryształowa",,
2250.0,40.0,2700.0,,2.0,,,3.0,drewniane,,,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/bielany-nowe-2-pok-blisko-metra-40m2-z-garazem-ID4dnsi,"balkon, garaż/miejsce parkingowe","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Bielany, ul. Tomasza Nocznickiego",,
1350.0,20.0,2000.0,blok,1.0,cegła,,3.0,plastikowe,5.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/sloneczna-i-cicha-kawalerka-blisko-metra-zoo-ID4dr2r,"balkon, tylko dla niepalących, oddzielna kuchnia","lodówka, meble, kuchenka, pralka","Warszawa, Praga-Północ, ul. Karola Darwina",,
2000.0,37.5,2000.0,blok,2.0,,,2.0,plastikowe,10.0,miejskie,,domofon / wideofon,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-na-zoliborzu-w-fajnym-punkcie-ID41vD0,"balkon, piwnica, winda","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Żoliborz, Sady Żoliborskie, ul. Przasnyska",,
3299.0,68.0,,apartamentowiec,3.0,,,1.0,drewniane,5.0,miejskie,internet,"domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/3d-3-p-mieszkanie-na-woli-ID462CF,"balkon, garaż/miejsce parkingowe","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Wola, Jana Kazimierza",,
9000.0,134.0,1600.0,apartamentowiec,4.0,,2001.0,5.0,drewniane,7.0,miejskie,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/piekne-przestrzenne-mieszkanie-w-cichej-okolicy-ID4cFFa,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Mokotów",,
9999.0,155.0,1000.0,apartamentowiec,5.0,cegła,2010.0,1.0,drewniane,3.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/wyjatkowy-5-pokojowy-apartament-marina-mokotow-ID4cRgZ,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Mokotów, Rejsu",,
1500.0,31.0,,blok,1.0,,,3.0,plastikowe,7.0,miejskie,,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/wynajme-kawalerke-na-mokotowie-ID45UI8,"garaż/miejsce parkingowe, winda","lodówka, meble, kuchenka, telewizor, pralka","Warszawa, Mokotów, Obrzeżna",,
3500.0,67.0,4300.0,blok,4.0,,,,plastikowe,4.0,miejskie,,,https://www.otodom.pl/pl/oferta/niesamowita-lokalizacja-200m-metropolemokotowskie-ID4dfZU,piwnica,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Mokotów, Juliana Bruna",,
6300.0,108.0,,blok,3.0,,1994.0,7.0,plastikowe,7.0,miejskie,,"teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/sloneczny-apartament-w-centrum-ID4dlXn,"garaż/miejsce parkingowe, ogródek, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Wola",,
2500.0,60.0,3500.0,blok,3.0,cegła,1995.0,4.0,plastikowe,5.0,gazowe,,"domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-na-mokotowie-ID4dpce,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, mazowieckie",,
2900.0,42.0,3600.0,apartamentowiec,2.0,inne,2020.0,2.0,plastikowe,6.0,miejskie,,"system alarmowy, teren zamknięty, domofon / wideofon, monitoring / ochrona",https://www.otodom.pl/pl/oferta/nowe-komfortowe-mieszkanie-ID4dlXt,"balkon, garaż/miejsce parkingowe, winda","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Mokotów",,
2000.0,38.6,2500.0,blok,2.0,wielka płyta,1963.0,7.0,plastikowe,7.0,gazowe,,domofon / wideofon,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-ladnym-widokiem-ID4cVrl,winda,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","Warszawa, Ochota",,
2050.0,40.0,2500.0,blok,2.0,,,2.0,,,miejskie,,"drzwi / okna antywłamaniowe, domofon / wideofon",https://www.otodom.pl/pl/oferta/apartament-mokotow-metro-wierzbno-prywatnie-ID3iOF0,"balkon, winda, tylko dla niepalących, oddzielna kuchnia","lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Mokotów, Górny Mokotów, ul. Ksawerów",,
4500.0,110.0,9000.0,szeregowiec,4.0,pustak,2008.0,1.0,plastikowe,2.0,gazowe,"telewizja kablowa, internet","system alarmowy, teren zamknięty, domofon / wideofon",https://www.otodom.pl/pl/oferta/mieszkanie-do-wynajecia-stara-milosna-ID4d8E8,"klimatyzacja, balkon, piwnica, garaż/miejsce parkingowe, dwupoziomowe","zmywarka, lodówka, meble, piekarnik, kuchenka","Warszawa, Wesoła, ul. Kolendrowa",,
1550.0,34.0,,,1.0,,1960.0,1.0,,3.0,,,,https://www.otodom.pl/pl/oferta/tuz-przy-rynku-nowa-nizsza-cena-ID4duUJ,,,"Warszawa, Śródmieście, Stare Miasto, Franciszkańska",,
3000.0,95.0,,blok,4.0,,,4.0,plastikowe,8.0,miejskie,,,https://www.otodom.pl/pl/oferta/3-nieprzechodnie-pokoje-salon-ID4dwRA,,"zmywarka, lodówka, meble, kuchenka, pralka","Warszawa, Wola",,
2650.0,49.0,2700.0,blok,2.0,,,2.0,plastikowe,4.0,miejskie,,,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-w-uroczej-okolicy-nowolipek-ID4dnC1,"balkon, piwnica","zmywarka, lodówka, piekarnik, kuchenka, pralka","Warszawa, Wola, ul. Nowolipki",,
2400.0,60.0,,blok,3.0,,,1.0,plastikowe,7.0,miejskie,,,https://www.otodom.pl/pl/oferta/3-nieprzechodnie-pokoje-w-samym-sercu-warszawy-ID4dlXw,,"lodówka, piekarnik, kuchenka, pralka","Warszawa, Śródmieście",,
5599.0,70.0,,blok,3.0,,,6.0,plastikowe,12.0,miejskie,,,https://www.otodom.pl/pl/oferta/designerski-i-luksusowy-3-pokojowy-apartament-ID4dlXA,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","Warszawa, Wola",,
